81010	T-bandage	-	രണ്ടു തുണികഷ്‌ണങ്ങള്‍കൊണ്ട്‌ റ്റി എന്ന ലിപിയുടെ ആകൃതിയില്‍  കെട്ടിയ ബാന്‍ഡേജ്‌
81011	T-shirt	-	വിടര്‍ത്തിവയ്‌ക്കുമ്പോള്‍ റ്റി യുടെ ആകൃതിയുള്ള ഷര്‍ട്ട്‌
168065	T-shirt	n	ടീ-ഷര്‍ട്ട്‌
215619	T-shirt	n	ടീ-ഷര്‍ട്ട് ്
215620	T-shirt	n	വിടര്‍ത്തിവയ്ക്കുന്പോള്‍ 'T' യുടെ ആകൃതിയുള്ള ഷര്‍ട്ട്
81839	Ta-ta	n	യാത്ര പറഞ്ഞു പിരിയുമ്പോഴുള്ള വന്ദനവാക്ക്‌
81012	Tab	n	ചെറുനാട
81013	Tab	n	തൊങ്ങല്‍
81014	Tab	-	ലേസ്‌
81015	Tab	n	മടക്ക്‌
81016	Tab	-	ചെരിപ്പിന്റെ പൂട്ടുതോല്‍
81017	Tab	-	കണക്കിടല്‍
81018	Tab	n	ലഘുപട്ടിക
168260	Tab	n	ബില്ല്‌ അടയ്‌ക്കുക
197676	Tab	-	തൊങ്ങല്‍
215621	Tab	n	തൊങ്ങല്‍
215622	Tab	n	മടക്ക്
215623	Tab	n	ബില്ല് അടയ്ക്കുക
168410	Tabasco	n	എരിവേറിയ മെക്‌സിക്കന്‍ കറിക്കൂട്ട്‌
215624	Tabasco	n	എരിവേറിയ മെക്സിക്കന്‍ കറിക്കൂട്ട്
81035	Tabby	n	വരിയന്‍പൂച്ച
81036	Tabby	n	ചക്കിപ്പൂച്ച
168550	Tabby	n	വരയന്‍പൂച്ച
116525	Tabel manners	n	തീന്‍മേശയ്‌ക്കു മുമ്പിലിരിക്കുമ്പോള്‍ വേണ്ട മര്യാദകള്‍
81071	Tabernacle	n	താല്‍ക്കാലിക വാസ്ഥലം
81072	Tabernacle	n	കൂടാരം
81073	Tabernacle	n	യഹൂദാലയം
81074	Tabernacle	n	ആരാധനാസ്ഥലം
168730	Tabernacle	n	താല്‌ക്കാലിക വാസസ്ഥലം
215625	Tabernacle	n	താല്ക്കാലിക വാസസ്ഥലം
175313	Tabitha	n	മാന്‍പേട
81106	Tablature	n	ചുമര്‍ചിത്രം
81107	Tablature	n	ആലേഖ്യം
81130	Table	n	മേശ
81131	Table	n	പീഠം
81132	Table	n	പരപ്പ്‌
81133	Table	n	നിരപ്പുള്ള എഴുത്തുപലക
81134	Table	n	കണ്ണാടിചില്ല്‌
81135	Table	-	മസ്‌തകാസ്ഥി
81136	Table	n	ആഹാരം
81137	Table	n	വിരുന്നുകാര്‍
81138	Table	n	ഭക്ഷണവിഭവങ്ങള്‍
168917	Table	n	പട്ടിക
168918	Table	n	സൂചിപത്രം
168919	Table	n	മത്സരത്തില്‍ കളിക്കാരുടെ സ്ഥാനം
168920	Table	n	ഗുണനപ്പട്ടിക
168921	Table	-	തകിട്‌
169397	Table	v	പ്രസ്‌താവിക്കുക
169398	Table	v	ചര്‍ച്ചയ്‌ക്കു വയ്‌ക്കുക
169399	Table	v	ആലോചനയ്‌ക്കു വയ്‌ക്കുക
169400	Table	v	അനിശ്ചിതകാലത്തേയ്‌ക്കു മാറ്റി വയ്‌ക്കുക
197677	Table	-	കാലുകളില്‍ താങ്ങിനിര്‍ത്തിയിരിക്കുന്ന പരന്ന ഫലകം
197678	Table	-	പന്തിക്കാര്‍
197679	Table	v	പട്ടികയ്ക്കുളളില്‍ പ്രദര്‍ശിപ്പിച്ചിരിക്കുന്ന അക്കങ്ങളും അക്ഷരങ്ങളും പേരുകളും മറ്റും
197680	Table	v	പലക
116523	Table a proposal	v	നിര്‍ദ്ദേശം മുന്നോട്ടുവെയ്‌ക്കുക
80468	Table cloth	n	മേശത്തുണി
81025	Table d hotel	n	കൃത്യസമയത്തുള്ള ഭക്ഷണം
167958	Table d'hote	n	നിശ്ചിത വിലയ്‌ക്കുള്ള ശാപ്പാട്‌
167959	Table d'hote	n	നിശ്ചിത ആഹാരസാധനങ്ങളും നിശ്ചിത വിലയുള്ള ഊണ്‌
215626	Table d'hote	n	നിശ്ചിത വിലയ്ക്കുള്ള ശാപ്പാട്
215627	Table d'hote	n	നിശ്ചിത ആഹാരസാധനങ്ങളും നിശ്ചിത വിലയുള്ള ഊണ്
167077	Table manners	-	ഭക്ഷണം കഴിക്കുമ്പോള്‍ സമുചിതമായി പെരുമാറല്‍
201938	Table of contents	n	ഉള്ളടക്കം
61817	Table salt	n	പൊടിയുപ്പ്‌
218856	Table topic speaker	n	ക്ഷിപ്ര പ്രഭാഷകൻ
81027	Table wine	-	ഭക്ഷണത്തോടൊപ്പം കഴിക്കാനുള്ള വീഞ്ഞ്‌
169401	Table-cloth	n	മേശവിരി
169402	Table-cloth	n	മേശത്തുണി
20693	Table-knife	n	മേശക്കത്തി
20694	Table-knife	n	വലിയ മേശക്കത്തി
113390	Table-land	n	പീഠഭൂമി
80470	Table-linen	n	മേശലിനന്‍തുണി
80471	Table-linen	n	മേശവിരിപ്പ്‌
80472	Table-manners	-	ഭക്ഷണം കഴിക്കുമ്പോള്‍ സമുചിതമായി പെരുമാറല്‍
215628	Table-manners	n	ഭക്ഷണം കഴിക്കുന്പോള്‍ സമുചിതമായി പെരുമാറല്‍
167287	Table-mat	n	ടേബിള്‍ മാറ്റ്‌ (മേശപ്പുറത്ത്‌ ചൂട്‌ പാത്രങ്ങള്‍ക്കടിയില്‍ വയ്‌ക്കുന്ന പായ)
215629	Table-mat	n	ടേബിള്‍ മാറ്റ് (മേശപ്പുറത്ത് ചൂട് പാത്രങ്ങള്‍ക്കടിയില്‍ വയ്ക്കുന്ന പായ)
80473	Table-money	n	തീന്‍ ചെലവ്‌
80474	Table-napkin	n	ഭക്ഷണം കഴിക്കുമ്പോള്‍ ഉടയാടകളുടെ രക്ഷയ്‌ക്കുപയോഗിക്കുന്ന ലിനന്‍തുണി
81023	Table-talk	n	നര്‍മ്മഭാഷണം
81024	Table-talk	n	ഉണ്ണുമ്പോഴുള്ള സല്ലാപം
81026	Table-tennis	n	മേശപ്പുറത്തുവച്ചു കളിക്കുന്ന ടെന്നീസ്‌ സ്വഭാവമുള്ള കളി
167509	Table-tennis	n	ടേബിള്‍ ടെന്നീസ്‌ (മേശപ്പുറത്തുവച്ചു കളിക്കുന്ന ടെന്നീസ്‌ സ്വഭാവമുള്ള കളി)
167510	Table-tennis	n	പിങ്‌-പോങ്‌ കളി
215630	Table-tennis	n	ടേബിള്‍ ടെന്നീസ് (മേശപ്പുറത്തുവച്ചു കളിക്കുന്ന ടെന്നീസ് സ്വഭാവമുള്ള കളി)
215631	Table-tennis	n	പിങ്-പോങ് കളി
81028	Tableau	n	നിശ്ചലദൃശ്യം
81029	Tableau	n	മൗനനാടക രംഗാവതരണം
81030	Tableau	n	വര്‍ണ്ണശബളണായ അവതരണം
